                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    463,                0.69106,                0.37107,                 1.0169,                0.87516,                0.91075,                0.90945,                0.65866,                0.99602,                0.42992,                 1.0651,              0.0008524,              0.0008524,              0.0008524
                    464,                0.69104,                0.36931,                 1.0141,                 0.8767,                0.90977,                0.90882,                0.65776,                0.99567,                0.42965,                 1.0647,              0.0008326,              0.0008326,              0.0008326
                    465,                0.68943,                0.36538,                 1.0172,                0.87579,                0.91152,                0.90789,                0.65776,                0.99565,                0.42907,                 1.0645,              0.0008128,              0.0008128,              0.0008128
                    466,                0.68999,                0.36746,                 1.0196,                0.87599,                0.91107,                0.90752,                 0.6573,                0.99622,                0.42938,                 1.0653,               0.000793,               0.000793,               0.000793
                    467,                0.68861,                0.36613,                 1.0136,                0.87679,                 0.9091,                0.90791,                0.65602,                0.99699,                0.43011,                 1.0654,              0.0007732,              0.0007732,              0.0007732
                    468,                0.68587,                0.36316,                 1.0078,                0.87771,                 0.9091,                0.90759,                0.65635,                0.99753,                0.43045,                 1.0647,              0.0007534,              0.0007534,              0.0007534
                    469,                0.68408,                0.36767,                 1.0055,                0.87863,                0.90906,                0.90781,                0.65581,                0.99847,                0.43111,                 1.0634,              0.0007336,              0.0007336,              0.0007336
                    470,                0.68118,                0.36404,                 1.0074,                0.87776,                0.90887,                0.90812,                0.65599,                  0.999,                0.43197,                 1.0616,              0.0007138,              0.0007138,              0.0007138
                    471,                0.68411,                0.36581,                 1.0117,                0.88466,                0.90402,                0.90821,                 0.6551,                0.99938,                0.43228,                 1.0611,               0.000694,               0.000694,               0.000694
                    472,                0.67985,                0.36137,                 1.0131,                0.87914,                0.90745,                0.90748,                 0.6566,                 1.0001,                0.43256,                 1.0611,              0.0006742,              0.0006742,              0.0006742
                    473,                0.67948,                0.36235,                  1.015,                0.87967,                0.90626,                0.90635,                0.65614,                 1.0003,                0.43327,                 1.0611,              0.0006544,              0.0006544,              0.0006544
                    474,                0.67896,                0.36052,                 1.0169,                0.87935,                0.90676,                0.90588,                0.65602,                 1.0011,                0.43382,                 1.0622,              0.0006346,              0.0006346,              0.0006346
                    475,                0.68041,                 0.3634,                 1.0137,                0.87802,                0.90597,                0.90649,                0.65431,                 1.0011,                0.43374,                 1.0619,              0.0006148,              0.0006148,              0.0006148
                    476,                0.67735,                0.36089,                 1.0111,                0.87875,                0.90597,                0.90684,                0.65443,                 1.0018,                0.43419,                 1.0617,               0.000595,               0.000595,               0.000595
                    477,                0.67134,                0.35963,                 1.0079,                0.87805,                0.90563,                0.90758,                0.65467,                 1.0022,                0.43517,                 1.0617,              0.0005752,              0.0005752,              0.0005752
                    478,                 0.6723,                0.35873,                 1.0092,                 0.8751,                0.90872,                0.90776,                0.65523,                 1.0027,                0.43566,                  1.062,              0.0005554,              0.0005554,              0.0005554
                    479,                0.66956,                0.35709,                 1.0086,                0.87478,                0.90792,                0.90722,                0.65484,                 1.0028,                0.43653,                 1.0625,              0.0005356,              0.0005356,              0.0005356
                    480,                0.67254,                0.35831,                  1.009,                0.87414,                0.90818,                0.90606,                0.65501,                 1.0035,                0.43674,                  1.063,              0.0005158,              0.0005158,              0.0005158
                    481,                0.66994,                0.35484,                 1.0102,                0.87425,                0.90812,                0.90591,                0.65384,                 1.0039,                0.43717,                  1.064,               0.000496,               0.000496,               0.000496
                    482,                0.66764,                0.35645,                 1.0115,                0.87403,                0.90969,                0.90599,                0.65406,                 1.0045,                0.43755,                 1.0655,              0.0004762,              0.0004762,              0.0004762
                    483,                0.66847,                0.35751,                 1.0119,                 0.8743,                0.91032,                0.90678,                0.65335,                 1.0053,                0.43829,                 1.0666,              0.0004564,              0.0004564,              0.0004564
                    484,                0.66724,                0.35537,                 1.0117,                0.87547,                0.91106,                0.90691,                0.65323,                 1.0056,                0.43949,                 1.0676,              0.0004366,              0.0004366,              0.0004366
                    485,                0.66582,                 0.3562,                 1.0085,                0.87419,                0.91013,                0.90639,                0.65441,                 1.0057,                0.44065,                 1.0684,              0.0004168,              0.0004168,              0.0004168
                    486,                0.66677,                0.35524,                 1.0016,                 0.8729,                0.91103,                0.90558,                0.65336,                 1.0067,                0.44247,                 1.0685,               0.000397,               0.000397,               0.000397
                    487,                0.66364,                0.35454,                 1.0021,                0.87189,                0.91066,                0.90525,                0.65327,                 1.0073,                0.44396,                 1.0682,              0.0003772,              0.0003772,              0.0003772
                    488,                0.66082,                0.35066,                0.99942,                0.87235,                0.91058,                0.90518,                0.65127,                 1.0074,                0.44413,                 1.0674,              0.0003574,              0.0003574,              0.0003574
                    489,                0.65937,                0.34943,                0.99836,                0.87347,                0.91042,                0.90565,                0.65159,                 1.0079,                0.44484,                 1.0667,              0.0003376,              0.0003376,              0.0003376
                    490,                0.65748,                0.35237,                0.99689,                0.87152,                0.91036,                0.90534,                0.65093,                 1.0082,                0.44605,                 1.0663,              0.0003178,              0.0003178,              0.0003178
                    491,                0.65851,                0.34987,                0.99858,                0.87431,                0.90967,                0.90555,                0.65077,                 1.0087,                0.44706,                 1.0659,               0.000298,               0.000298,               0.000298
                    492,                0.65603,                0.35046,                0.99905,                0.87312,                0.90894,                0.90484,                0.64951,                 1.0093,                0.44885,                 1.0663,              0.0002782,              0.0002782,              0.0002782
                    493,                 0.6537,                0.35063,                 1.0013,                0.87161,                0.90942,                0.90421,                0.64905,                 1.0092,                0.44995,                 1.0662,              0.0002584,              0.0002584,              0.0002584
                    494,                0.65072,                0.34692,                0.99678,                0.87013,                0.90706,                 0.9024,                 0.6483,                 1.0096,                0.45142,                 1.0654,              0.0002386,              0.0002386,              0.0002386
                    495,                0.65215,                0.34508,                0.99433,                0.86732,                0.91088,                0.90202,                0.64763,                 1.0093,                0.45269,                 1.0642,              0.0002188,              0.0002188,              0.0002188
                    496,                0.65253,                0.34954,                0.99724,                0.86545,                0.91281,                0.90194,                0.64699,                 1.0091,                 0.4536,                 1.0635,               0.000199,               0.000199,               0.000199
                    497,                0.64962,                0.34651,                 0.9976,                0.86445,                0.91467,                0.90268,                0.64677,                 1.0096,                0.45557,                 1.0636,              0.0001792,              0.0001792,              0.0001792
                    498,                0.65116,                0.34881,                 1.0003,                0.86345,                0.91503,                0.90196,                0.64648,                 1.0102,                0.45723,                 1.0635,              0.0001594,              0.0001594,              0.0001594
                    499,                0.64687,                0.34497,                0.99895,                0.86088,                0.91526,                0.90146,                 0.6461,                 1.0107,                0.45846,                 1.0631,              0.0001396,              0.0001396,              0.0001396
